Investigation,Event_Date,Severity,Aircraft_damage,Aircraft_Category,Make,Model,Engines,Engine_Type,Purpose,Fatal,Serious,Minor,Uninjured,Weather,Event_Year
Accident,2017-06-17,Non-Fatal,Substantial,Airplane,Cessna,182A,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,2017
Accident,2017-06-17,Fatal,Minor,Airplane,Aeronca,65 CA,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2017
Accident,2017-06-17,Non-Fatal,Destroyed,Airplane,Piper,PA 12,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-06-18,Non-Fatal,Substantial,Airplane,Ward christopher barry,RAI 6,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-06-18,Non-Fatal,Substantial,Airplane,Piper,PA 16,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-06-18,Non-Fatal,Substantial,Airplane,Wells john l jr,STOL CH 701,1.0,Unknown,Flight Test,0.0,1.0,0.0,0.0,VMC,2017
Accident,2017-06-18,Non-Fatal,Substantial,Airplane,Dehavilland,DHC-2,1.0,Reciprocating,Unknown,0.0,7.0,0.0,0.0,VMC,2017
Accident,2017-06-18,Non-Fatal,Substantial,Airplane,Piper,PA 18,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-06-20,Non-Fatal,Substantial,Airplane,Vans aircraft inc,RV-12,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-06-20,Non-Fatal,Substantial,Airplane,Cessna,172RG,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-06-21,Non-Fatal,Substantial,Airplane,Bellanca,7GCBC,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-06-21,Non-Fatal,Substantial,Airplane,Aeronca,7BCM,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,2017
Accident,2017-06-22,Non-Fatal,Destroyed,Airplane,Air tractor inc,AT 502,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-06-22,Non-Fatal,Substantial,Airplane,Cessna,421B,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-06-23,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-06-23,Non-Fatal,Substantial,Airplane,Cessna,U206F,1.0,Reciprocating,Unknown,0.0,0.0,0.0,6.0,VMC,2017
Accident,2017-06-23,Non-Fatal,Substantial,Airplane,Cessna,A185,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-06-23,Non-Fatal,Substantial,Airplane,Airbus,A321,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,199.0,VMC,2017
Accident,2017-06-24,Non-Fatal,Substantial,Airplane,Bellanca,1730,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-06-24,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,2.0,0.0,3.0,VMC,2017
Accident,2017-06-24,Non-Fatal,Substantial,Airplane,Aero commander,200D,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2017
Accident,2017-06-24,Non-Fatal,Substantial,Airplane,Piper,PA 22,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-06-24,Fatal,Destroyed,Airplane,Piper,PA28,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC,2017
Accident,2017-06-24,Non-Fatal,Substantial,Airplane,Aero commander,CALLAIR A 9,1.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-06-25,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Skydiving,0.0,1.0,0.0,0.0,VMC,2017
Accident,2017-06-25,Non-Fatal,Substantial,Airplane,Bellanca,17 30,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-06-25,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,2017
Accident,2017-06-25,Non-Fatal,Substantial,Airplane,Cessna,305,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-06-25,Fatal,Destroyed,Airplane,Piper,L4,1.0,Unknown,Unknown,2.0,0.0,0.0,0.0,Unknown,2017
Accident,2017-06-25,Non-Fatal,Substantial,Airplane,Piper,PA 12,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-06-26,Non-Fatal,Substantial,Airplane,Aero-ace,CE 1,1.0,Reciprocating,Flight Test,0.0,1.0,0.0,0.0,VMC,2017
Accident,2017-06-26,Non-Fatal,Destroyed,Airplane,Beech,58,2.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,IMC,2017
Accident,2017-06-26,Non-Fatal,Substantial,Airplane,Cessna,207,1.0,Reciprocating,Unknown,0.0,1.0,0.0,0.0,VMC,2017
Accident,2017-06-26,Non-Fatal,Substantial,Airplane,Champion,7BCM,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-06-26,Non-Fatal,Substantial,Airplane,Barnes richard b/howe michael,VANS RV 10,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-06-27,Fatal,Destroyed,Airplane,Jordan john,RV7,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2017
Accident,2017-06-28,Non-Fatal,Substantial,Airplane,Beech,B23,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,2017
Accident,2017-06-28,Fatal,Substantial,Airplane,Socata,TB10,1.0,Reciprocating,Unknown,3.0,0.0,0.0,0.0,Unknown,2017
Accident,2017-06-28,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-06-28,Non-Fatal,Substantial,Airplane,Cessna,170,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-06-29,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-06-29,Fatal,Destroyed,Airplane,Air tractor inc,AT 602,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,0.0,IMC,2017
Accident,2017-06-29,Non-Fatal,Substantial,Airplane,Piper,PA 28-140,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2017
Accident,2017-06-29,Non-Fatal,Substantial,Airplane,Cessna,210,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Incident,2017-06-29,Non-Fatal,Unknown,Airplane,Boeing,737,1.0,Unknown,Unknown,0.0,0.0,0.0,0.0,Unknown,2017
Accident,2017-06-30,Non-Fatal,Substantial,Airplane,Urbanczyk miroslaw,RADIO FLYER,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-06-30,Non-Fatal,Substantial,Airplane,Piper,PA 28-140,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,2017
Accident,2017-06-30,Non-Fatal,Destroyed,Airplane,Nunley,KR2,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,2017
Accident,2017-06-30,Non-Fatal,Substantial,Airplane,Cessna,310R,2.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,2017
Accident,2017-06-30,Non-Fatal,Substantial,Airplane,Cirrus design corp,SR22,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2017
Accident,2017-06-30,Non-Fatal,Substantial,Airplane,Cessna,P210N,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Incident,2017-06-30,Non-Fatal,Minor,Airplane,Embraer,ERJ190,1.0,Unknown,Unknown,0.0,0.0,0.0,0.0,Unknown,2017
Accident,2017-06-30,Fatal,Substantial,Airplane,Cessna,TU206,1.0,Unknown,Personal,1.0,0.0,0.0,0.0,Unknown,2017
Accident,2017-06-30,Non-Fatal,Unknown,Airplane,Piper,PA23,1.0,Unknown,Unknown,0.0,0.0,0.0,2.0,Unknown,2017
Accident,2017-07-01,Non-Fatal,Substantial,Airplane,American champion aircraft,8KCAB,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-01,Non-Fatal,Substantial,Airplane,Piper,PA 22-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,2017
Accident,2017-07-01,Fatal,Substantial,Airplane,Flight design gmbh,CTSW,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2017
Accident,2017-07-01,Fatal,Destroyed,Airplane,Cessna,421C,2.0,Reciprocating,Personal,6.0,0.0,0.0,0.0,VMC,2017
Accident,2017-07-01,Fatal,Destroyed,Airplane,Piper,PA23,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,2017
Accident,2017-07-01,Fatal,Destroyed,Airplane,North wing uum inc,SPORT X2 912,1.0,Unknown,Personal,2.0,0.0,0.0,0.0,VMC,2017
Accident,2017-07-01,Non-Fatal,Minor,Airplane,Airbus,A321 231,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,189.0,VMC,2017
Accident,2017-07-01,Non-Fatal,Unknown,Airplane,Boeing,787-9,1.0,Unknown,Unknown,0.0,0.0,1.0,261.0,Unknown,2017
Accident,2017-07-01,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Unknown,Unknown,0.0,0.0,0.0,0.0,Unknown,2017
Accident,2017-07-02,Fatal,Substantial,Airplane,Slip stream,Genesis,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2017
Accident,2017-07-02,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-02,Non-Fatal,Substantial,Airplane,Lawrence o nolte,ZODIAC CH650B,1.0,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-02,Fatal,Destroyed,Airplane,North american,T-28A,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2017
Accident,2017-07-02,Non-Fatal,Substantial,Airplane,Cody hawkins,JA30 SUPERSTOL,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-07-02,Non-Fatal,Substantial,Airplane,Air tractor inc,AT 502,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-02,Fatal,Destroyed,Airplane,Cessna,152,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2017
Accident,2017-07-02,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-07-02,Non-Fatal,Substantial,Airplane,Bombardier inc,CL 600 2C10,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,59.0,VMC,2017
Accident,2017-07-03,Non-Fatal,Substantial,Airplane,American general acft corp,AG5,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-03,Non-Fatal,Destroyed,Airplane,Piper,PA 15,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,2017
Accident,2017-07-03,Non-Fatal,Substantial,Airplane,Cessna,207,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IMC,2017
Accident,2017-07-03,Non-Fatal,Substantial,Airplane,Cessna,208B,1.0,Turbo Prop,Unknown,0.0,1.0,0.0,0.0,VMC,2017
Accident,2017-07-03,Non-Fatal,Substantial,Airplane,Waco,UPF 7,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,2017
Accident,2017-07-03,Non-Fatal,Substantial,Airplane,Aviat aircraft inc,A 1,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-03,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-03,Fatal,Substantial,Airplane,Cessna aircraft,210M,1.0,Reciprocating,Unknown,4.0,0.0,1.0,0.0,Unknown,2017
Incident,2017-07-03,Non-Fatal,Unknown,Airplane,Airbus,A320 214,2.0,Unknown,Unknown,0.0,0.0,0.0,156.0,Unknown,2017
Accident,2017-07-03,Non-Fatal,Substantial,Airplane,Cessna aircraft company,CESSNA U 206 G,1.0,Unknown,Unknown,0.0,0.0,0.0,1.0,Unknown,2017
Accident,2017-07-03,Non-Fatal,Substantial,Airplane,Columbia aircraft mfg,LC41,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-04,Non-Fatal,Substantial,Airplane,Beech,A36,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-07-04,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-04,Non-Fatal,Substantial,Airplane,Aviat aircraft inc,A-1C-180,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,2017
Accident,2017-07-04,Fatal,Substantial,Airplane,Luscombe,8,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2017
Accident,2017-07-04,Non-Fatal,Substantial,Airplane,Piper,PA28,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,2017
Accident,2017-07-04,Non-Fatal,Substantial,Airplane,Cessna,P210,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2017
Accident,2017-07-04,Non-Fatal,Substantial,Airplane,Vickers,Supermaine Ltd,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-04,Fatal,Destroyed,Airplane,Gulfstream,G1159A,2.0,Turbo Fan,Personal,9.0,0.0,0.0,0.0,VMC,2017
Accident,2017-07-05,Non-Fatal,Substantial,Airplane,Piper,PA22,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-05,Non-Fatal,Substantial,Airplane,Cessna,182T,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-07-05,Non-Fatal,Substantial,Airplane,Cessna,177,1.0,Reciprocating,Personal,0.0,1.0,0.0,2.0,VMC,2017
Accident,2017-07-05,Non-Fatal,Substantial,Airplane,Piper,PA 32-300,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,2017
Incident,2017-07-05,Non-Fatal,Unknown,Airplane,Boeing,737,1.0,Unknown,Unknown,0.0,0.0,0.0,0.0,Unknown,2017
Accident,2017-07-05,Non-Fatal,Substantial,Airplane,Cessna,A188B,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-05,Non-Fatal,Substantial,Airplane,Classic aircraft corp,WACO YMF,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,3.0,VMC,2017
Accident,2017-07-06,Fatal,Substantial,Airplane,Morrisey,2150A,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2017
Accident,2017-07-06,Non-Fatal,Substantial,Airplane,Luscombe,8,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-07-07,Non-Fatal,Substantial,Airplane,Cessna,T210L,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-07,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2017
Accident,2017-07-07,Non-Fatal,Substantial,Airplane,Cessna,177RG,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2017
Accident,2017-07-07,Non-Fatal,Substantial,Airplane,Cessna,170B,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,2017
Accident,2017-07-07,Non-Fatal,Substantial,Airplane,Cessna,T337,2.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC,2017
Accident,2017-07-07,Non-Fatal,Substantial,Airplane,Ritter john i,S D S C,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-07-07,Non-Fatal,Substantial,Airplane,Rainbow sky reach (pty) ltd,BUSHCAT,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-07-07,Non-Fatal,Substantial,Airplane,Piper,PA32,1.0,Unknown,Personal,0.0,0.0,0.0,5.0,VMC,2017
Accident,2017-07-07,Non-Fatal,Substantial,Airplane,Piper,PA28,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-08,Non-Fatal,Substantial,Airplane,Champion,7KCAB,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-07-08,Fatal,Destroyed,Airplane,Air tractor inc,AT 602,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,0.0,VMC,2017
Accident,2017-07-08,Non-Fatal,Substantial,Airplane,Piper,L 21B,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,2017
Accident,2017-07-08,Non-Fatal,Minor,Airplane,Cessna,R182,1.0,Reciprocating,Personal,0.0,0.0,0.0,7.0,VMC,2017
Accident,2017-07-08,Fatal,Destroyed,Airplane,Piper,PA 28-181,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,2017
Accident,2017-07-08,Fatal,Unknown,Airplane,Chicco miguel e,QUICKSILVER SPORT II,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,2017
Incident,2017-07-08,Non-Fatal,Unknown,Airplane,Airbus,A320-211,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,0.0,VMC,2017
Accident,2017-07-08,Non-Fatal,Substantial,Airplane,Progressive aerodyne inc,SEAREY LSA,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,2017
Accident,2017-07-08,Non-Fatal,Substantial,Airplane,Beech,C23,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,2017
Accident,2017-07-08,Non-Fatal,Substantial,Airplane,Beech,V35,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2017
Accident,2017-07-08,Non-Fatal,Destroyed,Airplane,Cessna,210,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-09,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-07-09,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2017
Accident,2017-07-09,Non-Fatal,Substantial,Airplane,Cirrus design corp,SR22,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,2017
Accident,2017-07-09,Non-Fatal,Substantial,Airplane,Cubcrafters inc,CC11-160,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2017
Accident,2017-07-09,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-10,Non-Fatal,Substantial,Airplane,Charles j norris,ARION LIGHTNING,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-11,Non-Fatal,Substantial,Airplane,Cessna,210L,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-07-11,Non-Fatal,Substantial,Airplane,Cessna,A185E,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Incident,2017-07-11,Non-Fatal,Minor,Airplane,Boeing,737,1.0,Unknown,Unknown,0.0,0.0,0.0,0.0,Unknown,2017
Accident,2017-07-11,Non-Fatal,Substantial,Airplane,Cessna,170,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-12,Non-Fatal,Substantial,Airplane,Piper,PA28R,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-07-12,Non-Fatal,Substantial,Airplane,Gerald donovan,RANS S-16,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-13,Fatal,Destroyed,Airplane,Piper,PA31T,2.0,Turbo Prop,Business,2.0,0.0,0.0,0.0,VMC,2017
Accident,2017-07-13,Fatal,Destroyed,Airplane,Aviat aircraft inc,A,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,2017
Accident,2017-07-13,Fatal,Destroyed,Airplane,Cirrus design corp,SR22T,1.0,Reciprocating,Personal,2.0,1.0,1.0,0.0,VMC,2017
Accident,2017-07-13,Fatal,Destroyed,Airplane,Extra flugzeugbau gmbh,EA 300/L,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,2017
Accident,2017-07-13,Non-Fatal,Substantial,Airplane,Piper,PA 18,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-13,Non-Fatal,Substantial,Airplane,Progressive aerodyne inc,SEAREY LSA,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-14,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Instructional,0.0,1.0,0.0,1.0,VMC,2017
Accident,2017-07-14,Non-Fatal,Substantial,Airplane,Clark james t,VANS RV8,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,VMC,2017
Accident,2017-07-14,Fatal,Destroyed,Airplane,Piper,PA 44-180,2.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,2017
Accident,2017-07-14,Non-Fatal,Substantial,Airplane,Mooney,M20R,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-07-14,Fatal,Substantial,Airplane,Jansen,PAZMANY PL 2,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2017
Accident,2017-07-14,Non-Fatal,Substantial,Airplane,Beech,D55,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-07-14,Non-Fatal,Substantial,Airplane,Piper,PA28,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-15,Fatal,Substantial,Airplane,Aeronca,15AC,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2017
Accident,2017-07-15,Non-Fatal,Substantial,Airplane,Simmons gary f,STOL CH 701,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-15,Non-Fatal,Substantial,Airplane,Costruzioni aeronautiche tecna,P92 Eaglet,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-07-15,Non-Fatal,Substantial,Airplane,Mooney,M20C,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-07-15,Fatal,Substantial,Airplane,Cessna,T210,1.0,Unknown,Unknown,2.0,0.0,0.0,0.0,Unknown,2017
Accident,2017-07-15,Non-Fatal,Substantial,Airplane,Cirrus design corp,SR22,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-15,Non-Fatal,Substantial,Airplane,Piper,PA32,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-07-15,Non-Fatal,Destroyed,Airplane,Endler glasair/glasair 1-td,SH2,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Incident,2017-07-15,Non-Fatal,Minor,Airplane,Boeing,747-87UF,4.0,Unknown,Unknown,0.0,0.0,0.0,0.0,Unknown,2017
Accident,2017-07-16,Non-Fatal,Minor,Airplane,Spani wayne m,STARDUSTER TOO SA300,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,2017
Accident,2017-07-16,Fatal,Destroyed,Airplane,North american/aero classics,P 51,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2017
Accident,2017-07-16,Non-Fatal,Substantial,Airplane,Cessna,A185,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-16,Non-Fatal,Substantial,Airplane,Cessna,TU206,1.0,Reciprocating,Public Aircraft,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-16,Non-Fatal,Substantial,Airplane,Perner/pitts,S1S,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-16,Non-Fatal,Substantial,Airplane,Cessna,R172,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-07-16,Non-Fatal,Substantial,Airplane,Piper,PA46,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-16,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Unknown,0.0,0.0,3.0,1.0,Unknown,2017
Accident,2017-07-17,Non-Fatal,Substantial,Airplane,Aeroprakt,A 20 VISTA CRUISER,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-17,Fatal,Substantial,Airplane,Evolution 19,Lancair Evolution,1.0,Turbo Prop,Business,2.0,0.0,0.0,0.0,VMC,2017
Accident,2017-07-17,Non-Fatal,Substantial,Airplane,Cessna,195,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-18,Non-Fatal,Substantial,Airplane,Piper,PA-25-235,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC,2017
Accident,2017-07-18,Non-Fatal,Substantial,Airplane,Piper,PA 22,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-18,Non-Fatal,Substantial,Airplane,Golden circle air,T-BIRD II,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2017
Accident,2017-07-18,Non-Fatal,Substantial,Airplane,Costruzioni aeronautiche tecna,P2008,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-18,Non-Fatal,Substantial,Airplane,Piper,PA28R,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,2017
Accident,2017-07-18,Non-Fatal,Substantial,Airplane,Salerno kenneth g jr,KITFOX SERIES 7,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2017
Accident,2017-07-18,Non-Fatal,Substantial,Airplane,Air tractor,AT802,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC,2017
Incident,2017-07-18,Non-Fatal,Unknown,Airplane,Boeing,747 422,4.0,Unknown,Unknown,0.0,0.0,0.0,0.0,Unknown,2017
Accident,2017-07-18,Non-Fatal,Minor,Airplane,Boeing,737,1.0,Unknown,Unknown,0.0,0.0,0.0,0.0,Unknown,2017
Accident,2017-07-19,Non-Fatal,Substantial,Airplane,Grumman,G 164,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC,2017
Accident,2017-07-19,Fatal,Destroyed,Airplane,Aircraft mfg & dvlpmt co,CH601XLi SLSA,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2017
Accident,2017-07-19,Non-Fatal,Substantial,Airplane,Weatherly,620,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,2017
Accident,2017-07-19,Fatal,Destroyed,Airplane,Piper aircraft corporation,Piper J3C-65,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,Unknown,2017
